,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21,RUL
1688,643.15,1599.98,1420.01,21.61,552.09,2388.26,9045.89,47.9,520.26,2388.19,8123.39,8.5094,395.0,38.51,23.1537,24.0
1689,643.53,1595.04,1416.81,21.61,551.79,2388.19,9040.86,48.0,520.69,2388.2,8115.79,8.4798,395.0,38.63,23.2215,23.0
1690,643.34,1598.47,1427.67,21.61,552.07,2388.22,9049.58,47.82,520.42,2388.23,8115.23,8.5034,394.0,38.66,23.1302,22.0
1691,642.87,1593.87,1418.54,21.61,551.82,2388.27,9041.67,47.92,520.58,2388.24,8123.2,8.5285,396.0,38.49,23.1441,21.0
1692,642.95,1600.15,1414.35,21.61,551.52,2388.22,9039.73,47.9,520.36,2388.27,8124.26,8.5072,394.0,38.62,23.0666,20.0
1693,643.48,1593.32,1425.47,21.61,552.09,2388.25,9051.84,48.09,520.13,2388.24,8124.23,8.5098,395.0,38.58,23.0893,19.0
1694,643.55,1596.48,1419.07,21.61,551.32,2388.23,9048.83,47.84,520.05,2388.24,8129.22,8.4999,392.0,38.79,23.1495,18.0
1695,643.8,1597.34,1416.24,21.61,551.83,2388.21,9051.3,48.08,520.16,2388.28,8120.53,8.5008,395.0,38.42,23.176,17.0
1696,644.02,1597.2,1425.3,21.61,552.06,2388.27,9049.37,48.0,520.47,2388.26,8118.91,8.4511,395.0,38.54,23.0978,16.0
1697,643.22,1596.04,1422.09,21.61,551.91,2388.28,9046.18,47.89,519.78,2388.18,8121.99,8.4724,395.0,38.55,23.1053,15.0
1698,643.55,1601.77,1418.93,21.61,551.63,2388.24,9044.98,47.98,519.88,2388.22,8120.39,8.5125,396.0,38.68,23.0878,14.0
1699,643.38,1598.04,1424.6,21.61,551.17,2388.25,9045.06,48.14,520.01,2388.28,8121.14,8.5639,396.0,38.47,23.1214,13.0
1700,643.68,1597.92,1429.13,21.61,551.7,2388.2,9052.44,47.98,519.97,2388.18,8121.42,8.5054,396.0,38.43,23.1086,12.0
1701,642.78,1597.03,1424.37,21.61,551.96,2388.23,9046.81,48.13,520.39,2388.27,8125.33,8.5068,397.0,38.4,23.1321,11.0
1702,643.53,1593.54,1419.01,21.61,551.5,2388.23,9051.35,48.07,520.25,2388.26,8116.97,8.4966,395.0,38.61,23.0681,10.0
1703,643.46,1595.97,1422.62,21.61,551.19,2388.21,9046.67,48.01,519.45,2388.18,8123.38,8.5023,395.0,38.58,23.0706,9.0
1704,643.23,1601.14,1427.03,21.61,551.86,2388.29,9042.15,48.17,519.92,2388.29,8119.23,8.5348,395.0,38.48,23.0716,8.0
1705,643.44,1610.35,1426.08,21.61,551.38,2388.24,9046.03,48.13,519.85,2388.26,8122.02,8.522,395.0,38.29,23.0465,7.0
1706,643.95,1603.96,1422.82,21.61,551.29,2388.3,9050.46,48.02,519.92,2388.29,8122.11,8.5229,394.0,38.47,23.1225,6.0
1707,643.6,1599.71,1427.14,21.61,551.32,2388.32,9045.26,47.98,519.47,2388.3,8120.39,8.4846,395.0,38.46,23.1502,5.0
1708,643.49,1605.73,1421.14,21.61,551.4,2388.31,9053.78,48.23,520.01,2388.23,8120.84,8.5184,396.0,38.51,22.983,4.0
1709,643.32,1601.4,1429.5,21.61,551.1,2388.27,9040.98,48.37,519.62,2388.27,8117.88,8.4701,396.0,38.42,23.1565,3.0
1710,643.43,1605.59,1421.3,21.61,551.73,2388.31,9038.57,48.13,519.87,2388.29,8126.2,8.4914,395.0,38.59,23.0631,2.0
1711,643.87,1605.12,1428.29,21.61,550.49,2388.29,9047.3,48.09,519.31,2388.28,8121.93,8.518,396.0,38.3,23.0808,1.0
1712,643.87,1602.84,1432.31,21.61,551.08,2388.27,9046.16,48.24,519.57,2388.26,8121.27,8.5509,394.0,38.24,23.051,0.0
1713,642.18,1582.99,1396.22,21.61,554.35,2387.96,9065.59,47.09,522.34,2387.95,8149.16,8.402,391.0,39.04,23.5349,130.0
1714,641.91,1580.17,1394.7,21.61,554.85,2387.94,9063.39,47.12,523.03,2387.98,8148.23,8.4331,392.0,38.97,23.4335,130.0
1715,642.5,1587.57,1396.79,21.61,554.75,2388.03,9057.58,47.12,522.63,2388.05,8140.94,8.4028,391.0,39.09,23.4296,130.0
1716,642.04,1584.66,1406.4,21.61,555.19,2388.0,9061.97,47.04,522.85,2388.01,8145.41,8.3741,392.0,38.96,23.5159,130.0
1717,642.06,1580.0,1400.12,21.61,554.84,2387.95,9062.05,47.15,522.51,2387.98,8145.92,8.3664,390.0,39.08,23.45,130.0
1718,641.84,1589.51,1401.32,21.61,554.42,2388.01,9062.76,47.07,522.54,2388.04,8147.93,8.3554,393.0,38.79,23.4186,130.0
1719,641.66,1584.33,1400.27,21.61,553.55,2388.04,9063.1,47.28,522.57,2388.01,8148.53,8.3917,392.0,39.07,23.4575,130.0
1720,641.46,1581.9,1392.49,21.61,555.66,2388.02,9064.64,47.37,522.21,2387.94,8145.97,8.4011,390.0,39.27,23.4105,130.0
1721,641.99,1580.58,1394.58,21.6,554.88,2388.04,9070.86,47.2,522.35,2388.04,8148.65,8.3858,391.0,39.03,23.5122,130.0
1722,641.77,1580.84,1391.62,21.61,554.37,2388.02,9068.09,47.21,522.48,2388.03,8142.56,8.4069,391.0,38.9,23.4672,130.0
1723,642.33,1581.8,1400.58,21.61,553.61,2388.0,9067.61,47.16,522.75,2387.99,8144.65,8.3929,391.0,39.08,23.4228,130.0
1724,641.63,1584.2,1402.16,21.61,554.36,2387.98,9066.29,47.0,522.56,2388.04,8150.53,8.4091,392.0,38.99,23.4246,130.0
1725,641.97,1589.32,1399.58,21.61,553.84,2387.99,9062.77,47.11,522.67,2388.01,8150.97,8.3998,392.0,38.87,23.516,130.0
1726,642.44,1584.43,1398.28,21.61,554.68,2387.98,9064.45,47.26,522.4,2387.97,8141.72,8.4069,392.0,39.01,23.445,130.0
1727,641.89,1587.29,1394.71,21.61,555.01,2388.01,9069.84,47.11,522.55,2387.94,8145.79,8.376,392.0,39.12,23.4519,130.0
1728,642.18,1587.42,1400.74,21.61,554.3,2388.04,9066.31,47.16,523.12,2387.97,8145.13,8.3869,390.0,38.95,23.393,130.0
1729,641.63,1587.14,1395.4,21.61,554.68,2387.96,9062.97,47.15,522.69,2387.97,8143.8,8.3998,392.0,39.06,23.3596,130.0
1730,641.7,1592.2,1396.41,21.61,553.78,2388.03,9063.77,47.06,522.48,2388.0,8144.65,8.4065,391.0,39.04,23.3688,130.0
1731,641.73,1579.41,1398.7,21.61,554.76,2388.02,9065.94,47.2,522.09,2387.96,8146.81,8.4425,391.0,38.95,23.3515,130.0
1732,642.11,1577.05,1389.2,21.61,555.07,2387.98,9063.07,47.31,522.41,2387.96,8145.7,8.4309,392.0,39.09,23.3684,130.0
1733,642.03,1579.94,1394.42,21.61,554.75,2388.08,9065.62,47.29,522.86,2387.95,8150.07,8.3922,392.0,39.06,23.4057,130.0
1734,642.25,1579.87,1399.51,21.61,554.39,2387.95,9067.21,47.12,522.11,2388.0,8146.36,8.404,391.0,38.97,23.4904,130.0
1735,641.41,1585.55,1402.96,21.61,554.57,2388.0,9064.76,47.24,522.27,2387.98,8147.03,8.3777,390.0,38.89,23.3659,130.0
1736,642.04,1585.23,1394.39,21.61,553.95,2388.0,9051.59,47.17,522.36,2388.03,8143.34,8.3681,389.0,39.03,23.3478,130.0
1737,642.2,1585.38,1397.22,21.61,554.44,2387.96,9067.31,47.14,522.29,2388.0,8145.8,8.3869,390.0,39.03,23.4795,130.0
1738,642.72,1584.85,1396.74,21.61,555.45,2388.0,9068.74,47.15,522.82,2388.07,8150.14,8.3875,392.0,38.94,23.4496,130.0
1739,642.55,1593.03,1395.38,21.61,554.34,2387.97,9073.71,47.08,522.77,2387.95,8144.51,8.3595,392.0,39.03,23.4669,130.0
1740,641.88,1582.39,1396.46,21.61,555.12,2387.95,9064.43,47.35,522.24,2388.02,8152.92,8.3847,390.0,39.19,23.494,130.0
1741,642.17,1578.06,1398.25,21.61,554.2,2387.99,9067.72,47.06,522.32,2387.98,8143.39,8.3925,392.0,39.02,23.4314,130.0
1742,641.96,1584.82,1396.4,21.61,554.62,2387.97,9069.3,47.17,522.49,2388.01,8150.5,8.4135,391.0,39.08,23.4083,130.0
1743,642.33,1589.31,1393.67,21.61,554.49,2387.99,9067.82,47.08,522.58,2388.01,8143.69,8.4265,391.0,39.13,23.4235,130.0
1744,641.89,1588.4,1390.48,21.61,554.32,2388.05,9064.15,47.44,522.74,2387.98,8145.99,8.3919,391.0,38.96,23.4849,130.0
1745,642.02,1585.92,1395.64,21.6,554.07,2387.98,9067.78,47.19,522.74,2387.97,8145.74,8.3858,392.0,38.84,23.3714,130.0
1746,642.09,1588.32,1405.48,21.61,553.88,2387.98,9053.45,47.1,522.59,2387.98,8148.6,8.4059,391.0,39.03,23.4291,130.0
1747,642.02,1589.52,1400.73,21.61,554.69,2387.98,9066.53,47.02,522.59,2388.0,8148.51,8.4298,391.0,39.09,23.4587,130.0
1748,641.85,1582.88,1396.31,21.61,553.95,2387.98,9068.19,47.12,522.53,2387.96,8149.0,8.4095,390.0,38.94,23.4388,130.0
1749,642.35,1579.77,1397.08,21.61,553.84,2388.0,9069.05,47.26,522.19,2388.01,8147.94,8.392,391.0,38.88,23.3842,130.0
1750,641.74,1590.18,1393.55,21.61,555.04,2387.96,9061.91,47.03,521.87,2387.97,8150.74,8.3881,392.0,38.84,23.4311,130.0
1751,642.51,1588.38,1400.47,21.61,554.35,2387.99,9061.31,47.2,522.19,2387.96,8155.12,8.3689,391.0,39.09,23.425,130.0
1752,642.38,1592.26,1393.79,21.61,554.12,2388.0,9065.3,47.05,522.1,2387.94,8143.52,8.3714,391.0,39.07,23.4292,130.0
1753,642.23,1582.98,1392.08,21.61,554.44,2388.0,9060.49,47.13,522.4,2388.01,8149.01,8.4108,392.0,39.1,23.3787,130.0
1754,642.19,1582.46,1397.76,21.61,554.15,2388.03,9065.46,47.45,521.99,2387.98,8149.6,8.4152,392.0,39.14,23.3315,130.0
1755,642.21,1583.62,1395.74,21.6,554.44,2388.0,9062.97,47.16,522.39,2388.01,8147.63,8.4003,392.0,39.04,23.4445,130.0
1756,642.03,1576.57,1397.21,21.61,554.0,2387.97,9065.45,47.19,522.58,2387.96,8148.19,8.4301,391.0,38.92,23.4561,130.0
1757,641.91,1578.31,1395.2,21.61,554.05,2388.01,9064.45,47.09,522.02,2387.93,8147.52,8.3795,392.0,38.99,23.4097,130.0
1758,642.02,1576.37,1403.72,21.61,554.78,2387.96,9062.07,47.24,523.04,2388.03,8143.48,8.4083,392.0,38.85,23.4921,130.0
1759,642.14,1583.6,1401.14,21.61,554.72,2387.97,9064.76,47.17,522.58,2388.02,8148.0,8.3744,390.0,38.99,23.4631,130.0
1760,642.36,1586.08,1394.15,21.61,554.9,2388.01,9070.4,46.88,523.07,2388.0,8147.3,8.3843,391.0,38.92,23.4633,130.0
1761,642.42,1580.82,1393.84,21.61,554.33,2388.05,9058.33,47.23,522.77,2388.0,8145.27,8.3966,393.0,38.98,23.4048,130.0
1762,641.95,1585.84,1396.96,21.61,554.37,2388.02,9066.64,47.31,523.02,2388.01,8148.66,8.421,393.0,38.99,23.2776,130.0
1763,641.85,1590.61,1394.64,21.61,554.39,2388.0,9068.63,47.22,521.79,2387.95,8152.32,8.4122,391.0,39.12,23.3401,130.0
1764,641.79,1586.48,1390.75,21.6,554.92,2388.02,9072.79,47.26,522.06,2388.01,8147.73,8.3951,391.0,39.09,23.427,130.0
1765,641.9,1588.27,1394.15,21.61,554.88,2387.97,9068.24,47.09,522.0,2387.99,8141.72,8.3714,392.0,38.99,23.4471,130.0
1766,642.36,1582.51,1389.74,21.61,554.28,2388.01,9072.89,47.23,522.81,2387.98,8151.56,8.3968,391.0,39.09,23.4496,130.0
1767,642.27,1583.8,1400.69,21.61,554.74,2387.99,9063.78,47.15,522.81,2388.02,8145.53,8.4109,391.0,39.02,23.3817,130.0
1768,642.01,1582.0,1397.74,21.61,554.13,2388.03,9062.3,47.18,522.78,2388.0,8146.01,8.4563,393.0,38.92,23.4822,130.0
1769,642.44,1577.63,1398.72,21.61,554.86,2388.06,9068.03,47.12,522.45,2387.99,8146.66,8.3993,392.0,39.05,23.3403,130.0
1770,642.62,1585.2,1402.6,21.61,554.52,2388.05,9060.94,47.27,522.41,2388.01,8149.06,8.4227,392.0,38.92,23.4016,130.0
1771,642.14,1589.48,1401.5,21.61,554.46,2388.02,9068.72,47.06,522.63,2388.04,8151.81,8.4091,391.0,39.11,23.4678,130.0
1772,642.54,1584.68,1398.98,21.61,553.98,2388.01,9068.77,47.33,522.21,2388.0,8147.12,8.4107,391.0,38.93,23.4029,130.0
1773,642.27,1582.62,1389.95,21.61,555.0,2388.03,9060.32,47.18,522.54,2388.01,8152.77,8.4093,392.0,39.01,23.3036,130.0
1774,642.3,1586.22,1396.13,21.61,554.45,2388.02,9068.29,47.34,521.74,2388.04,8150.2,8.3948,392.0,39.05,23.4236,130.0
1775,642.62,1582.67,1393.77,21.61,554.42,2388.03,9068.46,47.19,522.27,2387.89,8150.42,8.4121,391.0,38.95,23.3899,130.0
1776,641.99,1584.05,1398.39,21.61,554.98,2387.95,9069.14,47.18,521.97,2388.02,8147.58,8.3769,391.0,38.96,23.3703,130.0
1777,642.64,1582.06,1400.38,21.61,554.36,2387.98,9070.65,47.31,522.63,2387.95,8147.06,8.4003,391.0,39.06,23.3906,130.0
1778,642.2,1585.41,1394.61,21.61,554.37,2388.02,9068.65,47.08,522.31,2388.0,8148.44,8.4314,392.0,39.05,23.387,130.0
1779,641.9,1586.88,1403.17,21.61,554.07,2388.04,9068.95,47.2,522.56,2387.95,8151.98,8.4011,393.0,39.05,23.4275,130.0
1780,642.07,1584.94,1399.61,21.61,554.41,2387.99,9065.31,47.19,521.7,2387.97,8146.7,8.3892,391.0,38.93,23.4194,130.0
1781,642.04,1584.82,1392.73,21.61,554.73,2388.02,9066.51,47.36,521.99,2387.99,8147.94,8.4043,392.0,38.96,23.3616,130.0
1782,641.94,1585.09,1398.8,21.61,553.79,2388.07,9070.96,47.34,522.29,2387.98,8148.64,8.3855,391.0,39.17,23.4468,130.0
1783,641.82,1590.96,1407.83,21.61,554.27,2388.03,9065.51,47.39,522.06,2388.01,8147.37,8.3736,391.0,38.94,23.3084,130.0
1784,641.85,1577.38,1406.79,21.6,554.34,2387.98,9071.52,47.17,522.22,2387.98,8155.36,8.4274,392.0,38.9,23.4287,129.0
1785,641.8,1582.66,1399.71,21.61,554.45,2388.02,9071.69,47.27,521.68,2387.98,8151.29,8.3972,392.0,38.96,23.3687,128.0
1786,642.33,1583.15,1400.1,21.6,554.15,2388.0,9067.25,47.14,522.13,2387.98,8151.86,8.3887,392.0,38.86,23.5318,127.0
1787,642.81,1587.78,1406.51,21.6,554.04,2388.03,9065.02,47.26,522.57,2387.94,8149.09,8.3924,391.0,39.01,23.3706,126.0
1788,642.01,1574.3,1400.42,21.61,554.23,2388.03,9068.44,47.24,522.24,2388.04,8152.8,8.403,391.0,38.77,23.3159,125.0
1789,642.03,1585.42,1404.25,21.61,554.24,2387.96,9073.93,47.2,522.74,2388.03,8153.67,8.4063,392.0,39.03,23.3879,124.0
1790,641.81,1586.47,1406.3,21.61,554.52,2387.99,9068.45,47.18,522.23,2388.08,8151.19,8.3749,391.0,39.09,23.4532,123.0
1791,642.22,1587.87,1392.83,21.61,554.18,2388.01,9066.73,47.25,522.58,2387.95,8152.76,8.4097,390.0,39.0,23.4879,122.0
1792,641.88,1584.25,1400.68,21.61,554.89,2387.96,9073.04,47.33,522.78,2388.01,8156.11,8.4186,392.0,38.99,23.4188,121.0
1793,642.16,1586.42,1399.24,21.61,554.03,2388.02,9072.77,47.23,522.25,2388.0,8145.57,8.4188,392.0,38.84,23.4484,120.0
1794,642.17,1585.45,1402.04,21.61,554.26,2387.96,9069.07,47.26,522.01,2388.0,8155.38,8.4205,392.0,39.13,23.3747,119.0
1795,641.76,1585.4,1397.5,21.61,554.15,2387.98,9069.92,47.17,521.97,2388.0,8150.5,8.4005,392.0,38.83,23.4324,118.0
1796,642.1,1583.96,1398.43,21.6,555.01,2388.01,9065.65,47.34,522.16,2387.99,8149.19,8.3936,394.0,38.87,23.3995,117.0
1797,641.95,1586.76,1400.9,21.6,553.89,2388.03,9072.14,47.21,522.73,2387.98,8154.59,8.4401,393.0,39.02,23.3644,116.0
1798,641.67,1588.86,1403.43,21.6,553.78,2387.98,9066.2,47.31,522.22,2387.96,8151.48,8.4162,392.0,39.16,23.4124,115.0
1799,642.34,1591.24,1392.08,21.61,553.78,2388.03,9067.77,47.24,522.91,2388.02,8150.58,8.3987,391.0,38.99,23.3438,114.0
1800,641.71,1580.37,1398.54,21.61,553.98,2387.95,9078.18,47.36,522.2,2387.93,8152.78,8.3972,392.0,38.97,23.4347,113.0
1801,642.21,1592.17,1399.66,21.61,554.21,2387.99,9071.3,47.15,522.37,2387.99,8148.86,8.3678,392.0,39.03,23.3618,112.0
1802,642.44,1584.42,1401.57,21.61,554.56,2388.04,9073.48,47.13,522.23,2388.03,8149.62,8.3955,392.0,39.06,23.2989,111.0
1803,642.05,1579.7,1405.67,21.61,554.48,2388.04,9074.45,47.26,522.54,2388.03,8153.95,8.3967,391.0,38.91,23.3828,110.0
1804,642.02,1585.64,1399.92,21.6,554.41,2387.96,9080.53,47.36,522.54,2388.03,8152.65,8.3487,392.0,38.97,23.4963,109.0
1805,642.08,1591.47,1405.21,21.61,553.49,2388.03,9077.37,47.26,522.51,2387.98,8150.27,8.3908,390.0,38.97,23.4075,108.0
1806,642.05,1593.45,1401.46,21.61,554.6,2387.99,9075.05,47.41,522.31,2387.98,8155.41,8.3753,392.0,39.13,23.4523,107.0
1807,642.38,1585.12,1395.08,21.61,553.67,2388.02,9074.81,47.18,522.39,2388.03,8155.83,8.4258,392.0,39.13,23.3849,106.0
1808,642.41,1584.72,1397.68,21.61,554.18,2387.96,9068.23,47.35,521.87,2388.01,8152.14,8.4256,391.0,39.03,23.4274,105.0
1809,642.41,1586.47,1404.15,21.61,554.51,2387.99,9069.02,47.3,521.99,2388.03,8154.01,8.387,391.0,39.09,23.3229,104.0
1810,642.75,1586.33,1400.38,21.61,553.98,2388.02,9069.2,47.28,522.05,2387.97,8155.49,8.4246,393.0,38.99,23.4708,103.0
1811,642.39,1583.53,1400.32,21.61,554.47,2388.04,9082.33,47.19,522.45,2388.01,8151.13,8.4133,391.0,38.79,23.3398,102.0
1812,642.24,1589.51,1394.51,21.61,553.9,2388.01,9079.17,47.12,522.18,2387.98,8158.78,8.4205,393.0,38.99,23.4565,101.0
1813,642.47,1587.89,1401.94,21.61,554.71,2388.04,9077.43,47.33,521.98,2388.06,8151.73,8.4567,394.0,38.99,23.3922,100.0
1814,642.33,1586.42,1396.58,21.61,554.31,2387.98,9076.51,47.3,522.19,2387.96,8161.15,8.3901,391.0,38.94,23.3951,99.0
1815,641.93,1590.3,1403.32,21.61,554.04,2387.99,9068.58,47.2,521.86,2387.99,8158.97,8.4505,390.0,39.06,23.3906,98.0
1816,642.35,1588.74,1403.04,21.61,554.32,2387.99,9076.04,47.35,522.2,2388.0,8158.55,8.397,391.0,38.9,23.3719,97.0
1817,641.81,1590.74,1399.4,21.61,554.71,2388.05,9077.35,47.2,522.21,2387.96,8155.38,8.4489,393.0,39.01,23.4281,96.0
1818,642.68,1590.52,1401.0,21.61,554.37,2388.02,9078.93,47.33,522.04,2388.0,8160.08,8.3934,393.0,38.99,23.5181,95.0
1819,641.9,1582.4,1405.78,21.61,554.79,2387.98,9065.64,47.14,522.06,2387.98,8159.11,8.4203,391.0,38.98,23.3048,94.0
1820,642.46,1582.5,1396.02,21.6,554.53,2388.02,9082.82,47.18,522.43,2387.97,8152.65,8.444,394.0,38.83,23.5016,93.0
1821,642.18,1583.91,1406.15,21.61,554.2,2388.03,9074.04,47.51,522.14,2388.0,8152.11,8.4282,392.0,38.88,23.4369,92.0
1822,642.03,1588.57,1394.19,21.61,553.57,2387.99,9082.4,47.19,522.4,2388.01,8156.46,8.3732,392.0,38.88,23.3791,91.0
1823,642.9,1584.82,1398.69,21.6,554.72,2388.0,9075.53,47.03,522.63,2388.03,8161.05,8.3941,391.0,38.94,23.3019,90.0
1824,642.69,1588.48,1403.69,21.61,554.19,2388.06,9075.18,47.36,522.39,2387.98,8161.98,8.3856,393.0,38.85,23.3845,89.0
1825,642.0,1578.0,1401.6,21.61,554.66,2388.04,9083.15,47.18,521.89,2387.96,8160.21,8.4436,391.0,39.0,23.3882,88.0
1826,642.03,1588.62,1399.35,21.61,554.06,2388.02,9077.51,47.28,522.36,2388.0,8160.97,8.4107,393.0,38.86,23.3366,87.0
1827,642.6,1584.83,1400.65,21.61,554.71,2388.01,9079.4,47.24,521.72,2387.99,8158.25,8.4247,391.0,38.81,23.4275,86.0
1828,642.53,1584.24,1386.43,21.61,553.94,2388.0,9084.13,47.24,521.82,2388.03,8159.54,8.4003,394.0,38.98,23.3225,85.0
1829,641.76,1588.65,1402.37,21.61,554.35,2388.02,9076.57,47.49,521.9,2387.99,8163.99,8.3758,393.0,39.07,23.3912,84.0
1830,642.31,1588.73,1412.17,21.61,554.0,2387.97,9086.7,47.16,522.19,2388.0,8161.35,8.4304,393.0,38.86,23.3916,83.0
1831,642.37,1586.73,1397.87,21.61,554.56,2388.02,9079.72,47.12,521.91,2388.0,8161.07,8.4293,393.0,38.95,23.4278,82.0
1832,642.01,1580.71,1394.99,21.6,554.4,2388.02,9087.44,47.18,521.88,2388.0,8160.93,8.4111,394.0,38.89,23.4211,81.0
1833,642.21,1587.72,1398.53,21.61,554.55,2387.99,9073.08,47.48,521.92,2388.03,8158.78,8.4736,393.0,39.03,23.2865,80.0
1834,642.55,1596.55,1404.44,21.61,553.64,2388.04,9085.01,47.22,522.22,2387.99,8161.89,8.4564,395.0,38.92,23.3283,79.0
1835,642.56,1597.71,1398.36,21.61,553.52,2387.98,9082.43,47.41,522.51,2387.98,8160.55,8.3994,394.0,38.93,23.4026,78.0
1836,642.42,1588.05,1396.84,21.61,553.83,2388.02,9086.53,47.52,521.79,2387.98,8161.35,8.4077,392.0,38.86,23.3782,77.0
1837,642.74,1586.93,1402.64,21.6,554.35,2388.05,9081.28,47.31,522.01,2388.0,8165.9,8.4323,392.0,38.77,23.4928,76.0
1838,642.68,1583.34,1398.03,21.61,553.9,2387.98,9080.82,47.28,521.66,2387.96,8163.95,8.4223,392.0,38.99,23.2663,75.0
1839,642.36,1588.29,1403.56,21.61,554.1,2388.04,9084.48,47.25,522.3,2387.96,8160.31,8.4028,393.0,39.09,23.3348,74.0
1840,642.43,1589.84,1406.91,21.61,554.93,2388.03,9086.47,47.36,521.64,2388.05,8163.24,8.4079,392.0,38.97,23.3642,73.0
1841,642.77,1588.02,1399.03,21.61,553.8,2387.99,9082.14,47.4,522.08,2388.02,8169.03,8.4154,393.0,38.85,23.4363,72.0
1842,642.6,1589.58,1399.16,21.61,554.4,2387.98,9089.94,47.37,522.07,2387.98,8172.39,8.408,393.0,39.02,23.4145,71.0
1843,642.25,1589.06,1395.46,21.61,553.95,2387.98,9086.07,47.43,522.04,2388.01,8171.99,8.375,394.0,38.84,23.3274,70.0
1844,642.15,1593.99,1397.84,21.61,553.57,2388.04,9082.92,47.38,522.34,2388.04,8168.49,8.416,392.0,38.87,23.306,69.0
1845,642.73,1587.86,1406.84,21.61,554.48,2387.97,9088.3,47.28,521.8,2387.97,8162.61,8.4072,392.0,39.06,23.2638,68.0
1846,642.61,1593.65,1408.87,21.61,553.87,2388.01,9091.7,47.26,522.42,2388.02,8171.6,8.4193,391.0,38.97,23.3152,67.0
1847,642.26,1594.48,1397.92,21.61,553.79,2388.05,9093.5,47.49,522.14,2387.98,8172.74,8.3921,393.0,38.95,23.3671,66.0
1848,642.57,1588.21,1405.17,21.61,554.32,2388.03,9093.1,47.44,521.96,2388.06,8169.7,8.4226,392.0,38.75,23.3723,65.0
1849,642.63,1594.85,1404.57,21.61,554.2,2388.02,9092.35,47.26,521.37,2387.97,8166.88,8.4244,392.0,38.99,23.3045,64.0
1850,642.6,1590.0,1401.97,21.61,554.07,2387.94,9096.42,47.29,521.83,2387.88,8171.26,8.4119,391.0,38.85,23.4244,63.0
1851,642.67,1593.77,1405.55,21.61,554.29,2388.04,9100.05,47.16,522.16,2387.96,8174.39,8.4192,393.0,38.8,23.3646,62.0
1852,642.9,1595.5,1399.53,21.61,553.82,2388.02,9091.95,47.37,521.92,2388.03,8169.43,8.4102,393.0,39.06,23.4891,61.0
1853,642.57,1589.27,1402.76,21.61,554.32,2387.98,9094.64,47.29,522.24,2387.96,8171.09,8.4445,394.0,38.95,23.2601,60.0
1854,642.15,1582.78,1403.63,21.61,554.09,2388.03,9102.75,47.31,521.54,2388.03,8174.26,8.4111,394.0,38.87,23.2932,59.0
1855,642.16,1591.78,1405.24,21.61,554.33,2388.04,9099.46,47.43,522.49,2388.03,8175.63,8.4191,393.0,38.86,23.412,58.0
1856,642.58,1593.66,1405.62,21.61,553.87,2387.99,9091.19,47.38,521.85,2388.02,8175.2,8.4566,391.0,38.78,23.2728,57.0
1857,642.16,1591.9,1399.45,21.61,554.12,2387.96,9091.96,47.35,521.85,2388.03,8175.43,8.4392,392.0,38.86,23.2554,56.0
1858,642.96,1582.97,1405.57,21.61,553.96,2387.99,9095.13,47.5,522.19,2387.98,8173.26,8.438,392.0,38.91,23.3391,55.0
1859,642.18,1588.5,1404.5,21.61,554.07,2387.96,9100.27,47.37,522.08,2387.99,8171.61,8.4109,394.0,38.78,23.3047,54.0
1860,641.94,1591.11,1400.75,21.61,553.62,2388.07,9099.55,47.47,521.9,2388.04,8177.85,8.3997,393.0,38.77,23.3213,53.0
1861,642.6,1589.07,1401.45,21.61,554.24,2387.99,9106.83,47.05,522.38,2388.03,8178.21,8.4184,392.0,38.86,23.3484,52.0
1862,642.32,1594.79,1406.44,21.61,553.97,2388.04,9102.61,47.33,521.78,2387.99,8178.9,8.4054,392.0,38.98,23.2999,51.0
1863,641.94,1583.76,1407.19,21.61,553.95,2388.03,9110.49,47.41,522.21,2387.94,8179.13,8.4205,393.0,39.1,23.3506,50.0
1864,642.65,1586.94,1419.46,21.61,554.41,2388.0,9105.06,47.56,522.89,2388.0,8182.54,8.4164,394.0,38.89,23.172,49.0
1865,642.2,1589.11,1410.85,21.61,553.88,2388.01,9109.33,47.48,521.62,2388.02,8179.42,8.418,394.0,38.86,23.2934,48.0
1866,642.66,1593.14,1405.96,21.61,554.24,2388.02,9102.94,47.37,521.6,2388.03,8185.48,8.4437,395.0,38.71,23.2834,47.0
1867,642.86,1588.68,1411.51,21.61,553.61,2388.04,9105.08,47.46,522.01,2388.03,8182.74,8.4114,393.0,38.89,23.2729,46.0
1868,642.68,1585.05,1404.54,21.61,554.5,2388.07,9106.52,47.45,521.33,2388.01,8180.85,8.4406,394.0,38.8,23.3428,45.0
1869,642.82,1591.95,1401.39,21.61,554.36,2388.05,9117.58,47.5,522.01,2388.01,8180.59,8.4341,393.0,38.86,23.2617,44.0
1870,642.61,1594.78,1399.17,21.6,553.56,2387.97,9116.11,47.44,521.89,2388.02,8188.3,8.4119,392.0,38.89,23.2962,43.0
1871,642.67,1585.67,1401.96,21.61,554.01,2388.04,9115.42,47.41,521.28,2388.01,8185.06,8.4398,394.0,38.72,23.4176,42.0
1872,642.47,1588.7,1407.75,21.61,555.05,2388.02,9116.9,47.49,521.52,2387.99,8192.76,8.39,394.0,38.64,23.2255,41.0
